Long,Lat,Site_Name,Cal.BC,Cal.BC.SD,Sample,Site_Type,Period_Author,Sub_Region,Country,Uncalibrated,SD,Domestics_Associated,Vida,Material,Type _c14,Quantity,Species,Database,Database_2,Reference,Comments,Period,Phase,Ceramic_Style,X26,X27,residuals
23.26666667,42.3,Kremenik (Sapareva Banja),5765,123,Bln  2555,NA,EN,Central Balkans South,NA,6840,60,NA,NA,Charcoal  detritus,NA,NA,NA,14sea,NA,Georgiev et al. 1986: 151; GOrsdorf & Bojadziev 1996: 128;,NA,NA,NA,NA,III,"Quad. P 14, floor, elev. 7.10 m",-90250112.49711256
32.56,34.93,Kritou-Marottou - Ais Yiorkis,7654,77,Beta 183650,NA,---,NA,Cyprus,8600,40,NA,NA,organic material,NA,NA,charred material,NA,NA,Simmons 2003,C13/12 corrected,NA,NA,NA,NA,NA,-187941538.50861412
23.81,40.82,Krovili,5852,123,OxA  14353,NA,NA,Northern Aegean,NA,6980,65,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Ammerman et al.  2008: 144 Fig. 3;,mm,NA,NA,NA,NA,"Core 2, ‘40 cm above natural land surface’",-29809535.528805602
19.743,44.966,Kudos-sasinci,5686,117,OxA  8558,NA,Star_evo,NA,NA,6770,60,NA,NA,animal bone,NA,NA,NA,NA,NA,"Whittle A, Bartosiewicz L, Bori_ D, Pettitt P, Richards M. In the beginning: new radiocarbon dates for the Early Neolithic in northern Serbia and south-east Hungary. Antaeus. 2002(25):63-117",NA,NA,NA,NA,"6/1, animal bone, grave 1, segment B/1986",NA,-915091.3458180845
38.48,37.48,Kumartepe,6826,205,GrN 12652,NA,PN,NA,Turkey,7930,80,NA,NA,charcoal,NA,NA,---,NA,NA,"Roodenberg 1989, Thissen 2002a",---,NA,NA,NA,NA,NA,-4116455998488992e7
30.15,37.62,Kurucay Hoyuk,6197,139,HD 12915/12673,NA,PN,NA,Turkey,7310,70,NA,NA,bone,NA,NA,---,NA,NA,"Duru 1994a, Thissen 2002a",---,NA,NA,NA,NA,NA,-6596096273740.902
3.73,43.9,l'Abbe Pialat Grotte de,4960,240,MC 1290,n/a,Cardial,NA,France,6070,100,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,Epicardial,NA,NA,NA,-611879912.715964
6.28,45.9,"La Balme-de-Thuy ""La Vieille Eglise""",4802,79,Ly 2009,n/a,n/a,NA,France,5905,30,NA,NA,collagen  bone,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-252728444899.39145
3.45,43.57,LA BERNAT,4290,144,Ly 8241,n/a,n/a,NA,France,5475,60,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-34969606205557.57
2.61,42.71,LA CAUNE,4485,275,Ly 3302,Impressed Ware,NA,BELESTA,France,5640,120,NA,NA,bone,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-334972884018.6308
5.1,46.98,LA CHOULIERE,5576,121,Ly 5856,n/a,n/a,NA,France,6660,70,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-141985.1869044082
4.93,46.53,LA CONDEMINE,4054,153,Ly 8046,n/a,n/a,NA,France,5225,55,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-20600425181934944
2.70548,42.1126,La Draga,5576,1255,UBAR 315,poblado sin fortificar,Neolitico,Banyoles,Iberia,6700,710,Yes,Short,Hueso,Convencional,Aggregate,Fauna,NA,Bergin 2016,Tarrus et al  1994; Bosch et al  2000monografia 6,NA,Neolitico,antiguo,Cardial,NA,NA,-3223.2119959009437
5.633,45.209,La Grande Rivoire,5548,272,Ly 5090,rockshelter/cave,Castelnovien,NA,France,6650,140,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-432662.39029687055
-2.51323,41.15858,La Lampara,5643,54,KIA 16575,hoyos,Neolitico,Ambrona,Iberia,6744,33,Yes,Long,Carbon,Convencional,Singular,Pinus sp.,NA,Bergin 2016,Rojo et al. 2006 APL,NA,Neolitico,antiguo,Epicardial,NA,NA,43.23030103401106
-3.87751,37.2835,La Loma,5645,67,Beta 296955,hoyos,Neolitico,Illora,Iberia,6750,40,Yes,Short,Malacofauna,NA,NA,Tapes decussata,NA,Bergin 2016,Arana et al 2012,NA,Neolitico,antiguo,Epicardial,NA,NA,37.43366584309388
1.036389,44.966944,La Madeleine,5324,197,OxA 1640,n/a,n/a,NA,France,6420,100,NA,NA,collagen  bone,NA,NA,-21,RADON,NA,Radiocarbon Dates from the Oxford Ams System: Archaeometry Datelist 11. Archaeometry 32 / 2  1990  211--237.,NA,NA,n/a,NA,NA,NA,-24753.342379631435
11.8278,43.513,La Marmotta,5779,121,R 2360,NA,Cardial,Roma,Italy,6855,60,NA,NA,.,NA,NA,NA,Pinhasi et al 2005,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-1492.8458714764383
-3.85576,40.10077,La Paleta,5585,98,Beta 223092,hoyos,Neolitico,Numancia de la Sagra,Iberia,6660,60,Yes,Short,Semilla/fruto,AMS,Aggregate,Cerealia sp.,NA,Bergin 2016,Guijarro 2008 TESI PUBLICA,NA,Neolitico,antiguo,ImpresaCardial,NA,NA,-11.783537636388246
3.18,44.12,La Poujade,5880,212,MC 1367,n/a,n/a,NA,France,6990,120,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,16.290430818525238
10.381,43.75,La Querciolaia,4966,143,GrA 13891,NA,Neolithic,NA,Italy,6040,50,NA,NA,NA,NA,NA,NA,rosini silvestrini 2006,NA,NA,NA,NA,NA,NA,NA,NA,-5677292809.22193
-2.51479,41.1716,La Revilla del Campo,5670,109,KIA 13939,recinto de fosos,Neolitico,Ambrona,Iberia,6755,57,Yes,Long,Carbon,AMS,Singular,NA,NA,Bergin 2016,Rojo et al. 2006 APL,NA,Neolitico,antiguo,Epicardial,NA,NA,59.698455789307445
1.69557,41.33637,La Serreta,5454,84,Beta 280862,hoyos,Neolitico,Villafranca del Penedès,Iberia,6490,40,Yes,Long,Carbon,AMS,Singular,Arbustus unedo,NA,Bergin 2016,Trabajos de Prehistoria 2013(1),NA,Neolitico,antiguo,Cardial,NA,NA,-6079.214468355281
4.22,44.4,La Tardive,4834,217,Gif 7352,n/a,n/a,NA,France,5920,80,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-11740923402.913694
1.3,43.52,LA TERRASSE,4412,451,Gif 5497,n/a,Chasseen,NA,France,5490,210,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,Proto-Chasseen,NA,NA,NA,-189816579210.12366
15.4506,41.8678,La Torreta,5362,88,LTL 2658a,NA,Neolithic,NA,Italy,6385,50,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,Firentino et al. 2014,NA,NA,NA,NA,NA,NA,-1132753.0134478856
-4.05778,41.08722,La Vaquera,5668,334,GrN 18340,hoyos,Neolitico,Torreiglesias,Iberia,6780,180,Yes,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Estremera  2003,NA,Neolitico,antiguo,Epicardial,NA,NA,49.835488620485194
-4.39121,42.41557,La Velilla,4996,375,GrN 20327,poblado sin fortificar,Neolitico,Osorno la Mayor,Iberia,6130,190,NA,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Delibes y Zapatero 1996,NA,Neolitico,antiguo,Epicardial,NA,NA,-1663125.0296459584
36.35,34.15,Labwé,6974,322,K 1430,NA,PPNC?,NA,Lebanon,7990,140,NA,NA,charcoal,NA,NA,---,NA,NA,"Kirkbride 1969, Kuijt and Bar-Yosef 1994",---,NA,NA,NA,NA,NA,-15616442367016937e4
5.83,45.69,LAC DE ST JEAN DU CHEVELU,5326,135,Ly 2471,n/a,n/a,NA,France,6389,58,NA,NA,wood,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-23153563.68942469
15.717058,41.209648,Lagnano I / Lagnano da Piede,5644,473,UB 2271,NA,C. Impressa,NA,Italy,6790,255,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 13,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-10836.728897595172
11.16024,46.185687,Laiti di Borgonuovo,5360,88,UtC 7201,NA,Neolithic,NA,Italy,6380,50,NA,NA,NA,AMS,NA,NA,NA,Bergin 2016,facchinetti 2012,NA,NA,sepol US145,NA,NA,NA,-3451004.076808392
4.80854,44.741769,Lalo  Espeluche,5517,113,AA 32641,NA,Cardial,NA,France,6585,60,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 59,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-258152.94367063066
16.760192,41.121903,Lama Balice,5478,89,LTL 1212A,NA,Early Neolithic,NA,Italy,6542,45,NA,NA,NA,NA,NA,NA,Florentino,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-417687.6359807419
3.09,44.42,LE CLOS DE POUJOL,5234,137,Ly 3122,n/a,n/a,NA,France,6275,50,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-2020596.4787566655
6.01,45.62,LE CREUX DES ELAPHES,6062,100,Ly 8054,n/a,n/a,NA,France,7190,50,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-47.21559285060084
6.46,46.35,LE GENEVRAY,4644,105,Ly 13251,n/a,n/a,NA,France,5800,40,NA,NA,collagen  bone,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-4187222544082.3457
5.87,43.3,Le MOUNOI GROTTE DU VIEUX,4696,107,Ly 10358,n/a,n/a,NA,France,5840,40,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-1103768048024.002
4.93,46.72,LE PETIT BOIS,4720,154,Ly 753,n/a,n/a,NA,France,5840,62,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-242926448058.3027
5.36,43.29,LE PHARO,4800,146,Ly 395,n/a,n/a,NA,France,5935,55,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-109086853199.18059
1.72,44.7,LE SANGLIER GROTTE,6416,214,Ly 6510,n/a,n/a,NA,France,7557,104,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,643910.3504960522
4.77,44.34,LE VALLADAS,4968,140,Ly 3488,n/a,n/a,NA,France,6045,45,NA,NA,collagen  bone,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-2818418004.9592814
4.71667,46.9833,LE VERGER,4615,343,Ly 2971,n/a,n/a,NA,France,5710,140,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-1066208170385.1671
22.178436,40.428953,Lefkopetra,6578,74,DEM  1428,NA,EN,Northern Aegean,NA,7752,40,NA,NA,Nd,NA,NA,NA,14sea,NA,Maniatis 2014  207;,NA,NA,NA,NA,Nd,NA,33.88536867915445
22.02722222,44.55666667,Lepenski Vir,6545,62,OxA  25204,NA,NA,Lower Danube West,NA,7710,35,NA,NA,Human bone,NA,NA,NA,14sea,NA,Bonsall 2008: Table 10.1; Bonsall et al. 2015: 37  Table 1;,From same sample as OxA-25205. Replacing OxA-11692 (7710±50 BP),NA,NA,NA,NA,"Burial 7/I (House 21), adult, male?, R femur",21.158613433584833
4.03,45.86,LES CHALINAS,4738,118,Ly 3296,n/a,n/a,NA,France,5870,45,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-44175483297.44092
-0.6,45.5,Les Gouillauds,4840,279,Gif 4878,NA,Early Neolithic,NA,France,5950,120,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-25081134.160144124
1.6063,41.4464,Les Guixeres,5596,71,OxA 26068,poblado sin fortificar,Neolitico,Vilobi,Iberia,6655,45,Yes,Short,Hueso,AMS,Singular,Ovis,NA,Bergin 2016,TP EN PRENSA,NA,Neolitico,antiguo,Cardial,NA,NA,-436.80143222552124
5.05,46.92,LES ILES PERCEES,4766,182,Ly 5676,n/a,n/a,NA,France,5895,70,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-130976473082.69464
4.753,44.343,LES MOULINS  Saint Paul Trois Chateaux,5934,263,Ly 3958,n/a,n/a,NA,France,7000,140,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-146.75983859494954
0.67,43.23,LES RIDEAUX,5080,137,Ly 3084,n/a,n/a,NA,France,6160,50,NA,NA,collagen  bone,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-1070763.2828072025
3.86606,45.0461,Les Rivaux  Espaly Saint Marcel,5138,242,Ly 3710,n/a,n/a,NA,France,6240,110,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-36939957.29445868
3.25,43.98,Les USCLADES,6191,121,Gif 8745,n/a,n/a,NA,France,7290,60,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,1480.3887890969718
23.58527778,46.03638889,Limba Bordane,5516,113,GrN  28457,NA,NA,Mures-Tisza,NA,6580,60,NA,NA,Bos sp.  radius,NA,NA,NA,14sea,NA,Biagi et al. 2005: 46f.;,NA,NA,NA,NA,Cris IIIB,"Section X 1998, square 6, _180–200 cm",-7890518195.664755
24.572883,40.62931,Limenaria,5971,285,DEM  564,NA,-,Northern Aegean,NA,7073,165,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Zoï Tsirtsoni pers. comm. 2015; Maniatis and Facorellis 2012  275;,Outlier,NA,NA,NA,30,"Area Sidiropoulos, A",-6603735.505270919
6.777634,43.765359,Lombard (Grotte),5094,257,Ly 3331,cave,Cardial,St Vallier de Thiey,France,6190,120,NA,Long,Carbon,NA,NA,NA,Manen & Sabatier 2003 42,Bergin 2016,Binder 2003,NA,Neolitico,antiguo,NA,NA,NA,-2292125959.377294
9.154751,41.444526,Longone,5210,288,LGQ 617,NA,Cardial tyrrhe_nien,Corsica,France,6320,140,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 23,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-221372621.62016413
-2.18993,42.53739,Los Cascajos,5389,90,Ua 24428,recinto de fosos,Neolitico,Los Arcos,Iberia,6435,45,Yes,Long,Carbon,AMS,Singular,Juniperus sp.,NA,Bergin 2016,Garcia et al. 2011SAGUNTUM EXTRA 12,NA,Neolitico,antiguo,Epicardial,NA,NA,-1434.5486822837047
-3.98414,37.26656,Los Castillejos,5356,306,Beta 135664,poblado en altura,Neolitico,Montefrio,Iberia,6470,150,NA,Long,Carbon,NA,NA,Quercus sp.,NA,Bergin 2016,Molina et al. 2003,NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-3197.41297933987
-3.89271,40.29893,Los Combos,5184,888,M 6,NA,Neolitico,Arroyomolinos,Iberia,6384,508,NA,Long,Otros,TL,NA,Ceramica,NA,Bergin 2016,Rincon 2003,NA,Neolitico,indeterminado,NA,NA,NA,-59462.77276471095
-3.22674,43.35946,Los Gitanos,4811,154,AA 29113,poblado sin fortificar,Neolitico,Samano-Castro Urdiales,Iberia,5945,55,Yes,Short,Hueso,AMS,Singular,NA,NA,Bergin 2016,Arias et al. 1999,NA,Neolitico,antiguo,NA,NA,NA,-30099196.130063966
-2.56015,42.60336,Los Husos I,5201,155,Beta 161182,cueva,Neolitico,Elvillar,Iberia,6240,60,Yes,Short,Hueso,AMS,Singular,Fauna,NA,Bergin 2016,Fernandez Eraso 2007-2008,NA,Neolitico,antiguo,Epicardial,NA,NA,-36519.356626357956
-2.55137,42.60332,Los Husos II,4995,124,Beta 221640,cueva,Neolitico,Elvillar,Iberia,6050,40,Yes,Short,Hueso,AMS,Singular,Fauna,NA,Bergin 2016,Fernandez Eraso 2007-2008,NA,Neolitico,antiguo,Epicardial,NA,NA,-1222644.3477820293
19.8112,46.099,Ludos-Budžak,5802,106,OxA  8554,NA,Star_evo,NA,NA,6875,55,NA,NA,Equus hydruntinus long bone,NA,NA,NA,NA,NA,"Whittle A, Bartosiewicz L, Bori_ D, Pettitt P, Richards M. In the beginning: new radiocarbon dates for the Early Neolithic in northern Serbia and south-east Hungary. Antaeus. 2002(25):63-117",NA,NA,NA,NA,"2/5, Equus hydruntinus long bone, pit ""B"", sq. XXI/7",NA,-144565.77769509252
11.0172,45.5198,Lugo di Grezzana,5464,143,R 2745,NA,Early Neolithic,Verona,Italy,6524,76,NA,NA,NA,NA,NA,NA,Skeates 2003,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-666757.676024371
11.9,44.4167,Lugo di Romagna,5566,204,R 2747,NA,Early Neolithic,NA,Italy,6626,110,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-54709.79913593254
13.06,43.06,Maddalena di Mucia,5516,123,R 643a,Open-Air,N. Adriatic Impressed Ware Culture,Macerata  Marche,Italy,6580,75,NA,NA,charcoal,NA,NA,NA,Pinhasi et al 2005,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-61993.39080639781
19.012,45.64,Magare_i mlin - Apatin,5989,138,Grn   15973,NA,Star_evo,NA,NA,7130,60,NA,NA,animal bone,NA,NA,NA,NA,NA,Tasi_ N. N. Nekoliko novih radiokarbonskih datuma. Glasnik SAD. 1993 (9): 99-102.,NA,NA,NA,NA,"semi house 1, next to the heart",NA,-1320.9229591992917
26.019523,44.358453,M_gura-Boldul lui Mo_ Iv_nu_,5976,53,UBA  9630,NA,EN,Lower Danube West,NA,7107,29,NA,NA,Animal bone,NA,NA,NA,14sea,NA,Mirea 2011: 42;,NA,NA,NA,NA,Cris I,Complex 45 unit 2472,-33430283.405899487
26.019523,44.358453,M_gura-Buduiasca,5811,112,Wk  14436,NA,Karanovo I-II,Lower Danube West,NA,6896,61,NA,NA,Animal bone,NA,NA,NA,14sea,NA,Mirea 2005: 48  50; Thissen 2012: 6;,NA,NA,NA,NA,Cris III,Complex 13A context 751,-556084736.2355839
42.5,36.66,Magzalia,6912,153,IGAN 772,NA,Neolithic,NA,Turkey,8010,50,NA,NA,Charcoal,NA,NA,NA,Pinhasi et al 2005,NA,NA,NA,NA,NA,NA,NA,NA,-3741087894586896e6
25.746454,40.853506,Makri,6161,183,GrA  34389,NA,-,Northern Aegean,NA,7320,100,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Ammerman et al. 2008  148; Efstratiou pers. comm. 2015;,of ‘low carbon yield’,NA,NA,NA,Phase A,"‘Basal layer’, (#45)",-932257.639416221
22.495979,39.800456,Makrychori,5392,52,DEM  2158,NA,MN-LN I,Western Aegean,NA,6417,30,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Maniatis et al. 2016  tab. 1;,NA,NA,NA,NA,NA,"Sq. A30, layer 3, unit 9",-23936815127.457066
22.21666667,40.86666667,Mandalo,5564,188,HD  9597,NA,NA,Northern Aegean,NA,6630,100,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Maniatis and Kromer 1990: 149;,NA,NA,NA,NA,Nd,Directly overlaying sterile layer,-856709031.857619
20.349354,46.242083,Maroslele-Pana,6676,162,OxA  9403,NA,NA,Mures-Tisza,NA,7765,55,NA,NA,Human mandible fragment,NA,NA,NA,14sea,NA,Whittle et al. 2002: 115f.;,NA,NA,NA,NA,NA,Grave 7,2222.5714180384857
24.43333333,37.45,Maroulas,6572,284,Gd  15365,NA,Neo,Southern Aegean,NA,7680,120,NA,NA,Organic fraction,NA,NA,NA,14sea,NA,Sampson et al. 2002  48  62; Facorellis et al. 2010  133  tab. 3;,NA,NA,NA,NA,Neolithic,"Tr. 2, _0.50 m; below the lower pavement",-163.5797562264479
-0.39827,38.68855,Mas d'Is,5555,57,Beta 239378,poblado sin fortificar,Neolitico,Penàguila,Iberia,6600,40,Yes,Short,Carbon,AMS,Singular,Monocotiledonea,NA,Bergin 2016,Bernabeu  Rojo y Molina 2012 SAGUNTUM EXTRA 12,NA,Neolitico,antiguo,Cardial,NA,NA,-93.44761300908158
15.753684,41.562555,Masseria Candelaro,5592,168,OxA 3684,Serra d'Alto,Early Neolithic,Foggia  Puglia,Italy,6640,95,NA,NA,animal bone,NA,NA,NA,Florentino,Bergin 2016,c14_meso_dbase,NA,NA,NA,NA,NA,NA,-26980.89535252616
15.81761339,41.54870977,Masseria Giuffreda / Fontanarosa Uliveto,6002,43,MC 2292,Passo di Corvo,NA,Foggia  Puglia,Italy,7125,20,NA,NA,NA,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,Site Location from italian site database,NA,NA,NA,NA,NA,32.77839653091087
21.730759,40.455108,Mavropigi,6696,173,DEM  1685,NA,EN,Northern Aegean,NA,7758,60,NA,NA,Charcoal  No. 28,NA,NA,NA,14sea,NA,Karamitrou-Mentessidi et al. 2013 ; Karamitrou-Mentessidi 2014  245; Maniatis 2014  207–9;,NA,NA,NA,NA,1,"Tr. 119, sq. IV, pit 2, #4, _0.75 m",242.92126303371424
-8.63333,37.6,Medo Tojeiro,5671,209,BM 2275,Shell midden,Meso-/Neolithikum,NA,Iberia,6750,120,NA,NA,shell,NA,NA,NA,RADON,NA,NA,NA,NA,NA,NA,NA,NA,-25.07284322155101
13.9233804,44.8186923,Medulin Vizula,5795,334,HD12093,NA,Neolithic,NA,NA,6850,180,NA,NA,Charcoal,NA,NA,NA,NA,NA,Bonsall et al. 2013,NA,NA,NA,NA,NA,NA,-402.74570254887385
34.97,32.72,Megadim,5962,147,Pta 3652,NA,---,NA,Israel Palestine,7060,70,NA,NA,soil,NA,NA,clay,NA,NA,"Galil and Weinstein-Evron 1985, Galili and Nir 1993, Gopher and Gophna 1993",---,NA,NA,NA,NA,NA,-8030204594562778e10
-2.5965,42.73082,Mendandia,5408,131,GrN 22473,cueva,Neolitico,Saseta,Iberia,6440,70,No,Short,Hueso,Convencional,Aggregate,NA,NA,Bergin 2016,Alday 2006,NA,Neolitico,antiguo,OtraImpresa,NA,NA,-1029.3028879291123
29.52,40.27,Mentese,6410,106,GrN 25819,NA,L-PN,NA,Turkey,7550,50,NA,NA,charcoal,NA,NA,---,NA,NA,"Roodenberg et al. 2003, Thissen et al. 2004-2006",---,NA,NA,NA,NA,NA,-5186147160.446957
35.32,30.93,Mezad Mazal,7466,164,B 2737,NA,PPNB,NA,Israel Palestine,8480,70,NA,NA,charcoal,NA,NA,---,NA,NA,"Taute 1981, Weinstein 1984",---,NA,NA,NA,NA,NA,-2018981442587916.5
38,36.98,Mezraa Teleilat,8556,152,AA 49102,NA,---,NA,Turkey,9324,59,NA,NA,seeds,NA,NA,---,NA,NA,Thissen et al. 2004-2006,---,NA,NA,NA,NA,NA,-4375730367.386566
23.791184,45.890763,Miercurea Sibiului-Petri_,5989,59,OxA  19739,NA,NA,Mures-Tisza,NA,7131,34,NA,NA,NA,NA,NA,NA,14sea,NA,Oross & Siklosi 2012  Tab. 3;,NA,NA,NA,NA,NA,NA,-2853095.2593891555
31.148,47.692,Mikolina Broyarka,5445,129,Ki  8171,NA,Bug-Dniester,NW Pontic-coastal steppe,NA,6520,70,NA,NA,Bone,NA,NA,NA,14sea,NA,Dolukhanov et al. 2009  101 Table 1; Tovkaylo 2014  Tab. 3;,Dolukhanov et al. (2009  101 Table 1) gave as lab. no Ki-6656  but this no. belongs to a date from Pugach 2,NA,NA,NA,LN,NA,-9017532588669474e5
11.21,43.79,Mileto,5126,199,Beta 44114,NA,Linear Incised Ware,Firenze  Toscana,Italy,6180,80,NA,NA,NA,NA,NA,NA,Pinhasi et al 2005,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-177939572.94899836
-0.44099,38.89103,Missena,4696,107,Beta 244535,NA,Neolitico,La Pobla del Duc,Iberia,5840,40,NA,Short,Hueso,AMS,Singular,Humano,NA,Bergin 2016,Soler (2014): Vila Filomena,NA,Neolitico,medio,NA,NA,NA,-316531762.41047233
